Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
m338b97fb,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,FVR,2848,2895,80,80,"function forgeToken6(uint256 _amount) external ","function forgeToken6(uint256 _amount) public ",live,7206
m92dd9fff,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,FVR,2848,2895,80,80,"function forgeToken6(uint256 _amount) external ","function forgeToken6(uint256 _amount) internal ",killed,7057
mc88be086,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,FVR,2848,2895,80,80,"function forgeToken6(uint256 _amount) external ","function forgeToken6(uint256 _amount) private ",killed,7088
m7da99bf9,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,308,309,13,13,0,1,killed,6795
m9dda84a1,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,353,354,14,14,1,0,killed,6810
m4bd35c62,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,353,354,14,14,1,2,killed,6841
m14aafc78,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,398,399,15,15,2,1,killed,6892
me986605f,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,398,399,15,15,2,3,killed,6906
m8ca35a66,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,443,444,16,16,3,2,killed,6863
m8c578ba2,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,443,444,16,16,3,4,killed,6886
m7fbd987d,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,488,489,17,17,4,3,killed,7017
m806aeb39,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,488,489,17,17,4,5,killed,7002
m669867e7,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,533,534,18,18,5,4,killed,6973
m63543a6f,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,533,534,18,18,5,6,killed,7065
m07ed55f5,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,578,579,19,19,6,5,killed,7043
m18c2409a,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,ILR,578,579,19,19,6,7,killed,7101
md6684fa2,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1034,1044,33,33,msg.sender,tx.origin,live,7087
m1201a684,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1166,1176,36,36,msg.sender,tx.origin,live,7177
mb5d4b8b1,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1291,1301,40,40,msg.sender,tx.origin,live,7179
m758607c9,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1356,1366,41,41,msg.sender,tx.origin,live,7100
mb3c26c10,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1421,1431,42,42,msg.sender,tx.origin,live,7126
md4aa8d1b,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1483,1493,44,44,msg.sender,tx.origin,live,7108
mc438c449,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1667,1677,49,49,msg.sender,tx.origin,live,7173
mb1a0210d,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1799,1809,52,52,msg.sender,tx.origin,live,7126
m53fd3265,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1924,1934,56,56,msg.sender,tx.origin,live,7141
m989bb06c,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,1989,1999,57,57,msg.sender,tx.origin,live,7238
m531d2e8a,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,2054,2064,58,58,msg.sender,tx.origin,live,7363
m48dba32d,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,2116,2126,60,60,msg.sender,tx.origin,live,7568
m4fd8d3e5,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,2300,2310,65,65,msg.sender,tx.origin,live,7174
m815d8426,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,2432,2442,68,68,msg.sender,tx.origin,live,7157
mfa065207,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,2557,2567,72,72,msg.sender,tx.origin,live,7148
ma21efec5,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,2622,2632,73,73,msg.sender,tx.origin,live,7212
m7a7cc416,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,2687,2697,74,74,msg.sender,tx.origin,live,7202
mcf65d3e9,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,2749,2759,76,76,msg.sender,tx.origin,live,7293
mf66e0c6d,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,2937,2947,81,81,msg.sender,tx.origin,live,7177
m11c54f78,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,3069,3079,84,84,msg.sender,tx.origin,live,7279
m21a1bb93,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,3201,3211,87,87,msg.sender,tx.origin,live,7145
m68be8e36,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,3326,3336,91,91,msg.sender,tx.origin,live,7117
mef560536,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,3391,3401,92,92,msg.sender,tx.origin,live,7154
md4869f9e,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,3456,3466,93,93,msg.sender,tx.origin,live,7123
m5c9258ac,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,3521,3531,94,94,msg.sender,tx.origin,live,7125
m4e9ff012,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,TOR,3583,3593,96,96,msg.sender,tx.origin,live,7134
m00bccdbe,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,271,309,13,13,uint256 public constant TOKEN_ID_0 = 0,uint256 internal constant TOKEN_ID_0 = 0,live,7249
m81603b2e,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,271,309,13,13,uint256 public constant TOKEN_ID_0 = 0,uint256 private constant TOKEN_ID_0 = 0,live,7075
mbc1a1fe0,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,316,354,14,14,uint256 public constant TOKEN_ID_1 = 1,uint256 internal constant TOKEN_ID_1 = 1,live,7125
m1bae48d5,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,316,354,14,14,uint256 public constant TOKEN_ID_1 = 1,uint256 private constant TOKEN_ID_1 = 1,live,7532
m3a204f1e,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,361,399,15,15,uint256 public constant TOKEN_ID_2 = 2,uint256 internal constant TOKEN_ID_2 = 2,live,7929
m79167ea8,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,361,399,15,15,uint256 public constant TOKEN_ID_2 = 2,uint256 private constant TOKEN_ID_2 = 2,live,7909
m424a5e5a,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,406,444,16,16,uint256 public constant TOKEN_ID_3 = 3,uint256 internal constant TOKEN_ID_3 = 3,live,7665
m174f62f9,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,406,444,16,16,uint256 public constant TOKEN_ID_3 = 3,uint256 private constant TOKEN_ID_3 = 3,live,7083
mf0d01801,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,451,489,17,17,uint256 public constant TOKEN_ID_4 = 4,uint256 internal constant TOKEN_ID_4 = 4,live,6999
mb6409b95,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,451,489,17,17,uint256 public constant TOKEN_ID_4 = 4,uint256 private constant TOKEN_ID_4 = 4,live,6960
m4caa1cff,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,496,534,18,18,uint256 public constant TOKEN_ID_5 = 5,uint256 internal constant TOKEN_ID_5 = 5,live,7128
m2538cbce,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,496,534,18,18,uint256 public constant TOKEN_ID_5 = 5,uint256 private constant TOKEN_ID_5 = 5,live,7173
mb62574f8,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,541,579,19,19,uint256 public constant TOKEN_ID_6 = 6,uint256 internal constant TOKEN_ID_6 = 6,live,7117
ma7cda0bc,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,541,579,19,19,uint256 public constant TOKEN_ID_6 = 6,uint256 private constant TOKEN_ID_6 = 6,live,6959
m0bf68b59,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,638,670,22,22,erc1155 private _erc1155Contract,erc1155 public _erc1155Contract,live,7136
m3109221f,C:/Users/julya/Desktop/solidity/metana-bootcamp/module-4/Forge/contracts/Forge.sol,VVR,638,670,22,22,erc1155 private _erc1155Contract,erc1155 internal _erc1155Contract,live,6997
